path,label,sr,snr,fp,group
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_SNRclean.wav,healthy,16000,clean,1d59231e786b98099dd9d8e7809c7da4,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_SNR30.wav,healthy,16000,30,679c685bfcabaab70d37d8563cd79d7f,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_SNR20.wav,healthy,16000,20,e2bcd9560d98bd72f69679a70b184b92,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_SNR10.wav,healthy,16000,10,08336341ba31bdd6bdb12d5333ee7de0,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_FAULT_SNRclean.wav,faulty,16000,clean,79e4529a25bb2166acc6e0a2d751f39a,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_FAULT_SNR30.wav,faulty,16000,30,e4143544bab4868952ca4140d6aa0f76,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_FAULT_SNR20.wav,faulty,16000,20,1953b9bf63e10f7fb6a9dcca452805e4,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-05-46_0_0_FAULT_SNR10.wav,faulty,16000,10,ceb6ec5d5b78e337d5f8d7367b1650a0,000000_2022-12-08_09-05-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-16_0_0_SNRclean.wav,healthy,16000,clean,ff244755962fa04c658c85da0de47203,000000_2022-12-08_09-06-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-16_0_0_SNR30.wav,healthy,16000,30,9b75a4716a97af982d0ce939bc40d8ad,000000_2022-12-08_09-06-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-16_0_0_SNR20.wav,healthy,16000,20,dfb6c38b6743a3cd89d32e017c557b6d,000000_2022-12-08_09-06-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-16_0_0_SNR10.wav,healthy,16000,10,f3443ac06cd83da254f0634cf46a41cb,000000_2022-12-08_09-06-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-16_0_0_FAULT_SNRclean.wav,faulty,16000,clean,df3be5affdadc7cf89fa9fbf0c3f4fff,000000_2022-12-08_09-06-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-16_0_0_FAULT_SNR20.wav,faulty,16000,20,f79580b2aac50127cdfe45e5da39ac2f,000000_2022-12-08_09-06-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-16_0_0_FAULT_SNR10.wav,faulty,16000,10,c9fc8ebd6f08f2bb6d76af72ed46b2ea,000000_2022-12-08_09-06-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_SNRclean.wav,healthy,16000,clean,c6bb37d739b91b3acde1c4e88a5100c6,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_SNR30.wav,healthy,16000,30,33e8326c4596a46884a630cee1f95cec,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_SNR20.wav,healthy,16000,20,e0f02a245cd815628f323c67a01480d4,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_SNR10.wav,healthy,16000,10,550b100346197ce5f9ca8bc0b4b730e6,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_FAULT_SNRclean.wav,faulty,16000,clean,c6ce09fe20961136a3ed9c4cbb20dc66,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_FAULT_SNR30.wav,faulty,16000,30,62fb74c7165e4ed04f656d5b401fa4f1,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_FAULT_SNR20.wav,faulty,16000,20,b561927ba14e9a8e6fba6752ed02aa81,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-06-46_0_0_FAULT_SNR10.wav,faulty,16000,10,6cd29aba4b57ec06edd288188765eab0,000000_2022-12-08_09-06-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-16_0_0_SNRclean.wav,healthy,16000,clean,576f9bf1b08e88bae8dbfdadd8727988,000000_2022-12-08_09-07-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-16_0_0_SNR20.wav,healthy,16000,20,61856d8b99c6f2694779b22b4dbca838,000000_2022-12-08_09-07-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-16_0_0_SNR10.wav,healthy,16000,10,6680e5808f512a0f0517e6fa94397f96,000000_2022-12-08_09-07-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-16_0_0_FAULT_SNRclean.wav,faulty,16000,clean,bb34470f9884b47f8ba73308c3cac03e,000000_2022-12-08_09-07-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-16_0_0_FAULT_SNR20.wav,faulty,16000,20,3f6bc8e6b1af2d3213ddb1c85b5889b6,000000_2022-12-08_09-07-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-16_0_0_FAULT_SNR10.wav,faulty,16000,10,2267387384ea6ee27e44252bdc7b68f1,000000_2022-12-08_09-07-16_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_SNRclean.wav,healthy,16000,clean,97f61069dd62d11ec3c1031b69ea0729,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_SNR20.wav,healthy,16000,20,e3f9db8c6e9cd28460ea24843f6bd411,000000_2022-12-08_09-07-46_0_0
